sales_agent,product,account,close_date,close_value,regional_office
Cassey Cress,GTX Plus Basic,Plussunin,9/16/2017,1198,East
Cassey Cress,MG Special,The New York Inquirer,9/18/2017,44,East
Cassey Cress,MG Advanced,Donquadtech,9/18/2017,3630,East
Cassey Cress,GTX Plus Pro,Zencorporation,9/21/2017,5245,East
Cassey Cress,MG Special,Zathunicon,9/23/2017,59,East
Cassey Cress,GTX Basic,Donware,9/24/2017,614,East
Cassey Cress,GTX Basic,Iselectrics,9/24/2017,600,East
Cassey Cress,GTX Basic,Donware,9/26/2017,633,East
Cassey Cress,MG Advanced,Betasoloin,9/26/2017,3280,East
Cassey Cress,GTX Plus Pro,Initech,9/27/2017,5228,East
Cassey Cress,GTX Basic,Ontomedia,9/27/2017,512,East
Cassey Cress,GTXPro,Massive Dynamic,9/27/2017,5727,East
Cassey Cress,GTXPro,Plussunin,9/28/2017,4308,East
Cassey Cress,MG Advanced,Umbrella Corporation,9/30/2017,3399,East
Cassey Cress,GTX Plus Pro,Plussunin,10/14/2017,5989,East
Cassey Cress,MG Advanced,Betasoloin,10/17/2017,3472,East
Cassey Cress,GTX Plus Basic,Acme Corporation,10/21/2017,1096,East
Cassey Cress,GTX Plus Basic,Opentech,10/23/2017,888,East
Cassey Cress,GTX Plus Pro,Plussunin,10/24/2017,5500,East
Cassey Cress,GTXPro,Silis,10/27/2017,4345,East
Cassey Cress,GTXPro,Xx-zobam,10/29/2017,5144,East
Cassey Cress,GTX Plus Basic,Gekko & Co,11/1/2017,1027,East
Cassey Cress,GTX Basic,Donquadtech,11/2/2017,578,East
Cassey Cress,MG Advanced,Kinnamplus,11/2/2017,3588,East
Cassey Cress,GTXPro,Kinnamplus,11/4/2017,5239,East
Cassey Cress,GTX Basic,Donquadtech,11/6/2017,583,East
Cassey Cress,GTXPro,Ganjaflex,11/10/2017,4161,East
Cassey Cress,MG Advanced,Bubba Gump,11/12/2017,3333,East
Cassey Cress,GTX Basic,Zathunicon,11/12/2017,580,East
Cassey Cress,GTXPro,Umbrella Corporation,11/14/2017,4529,East
Cassey Cress,GTXPro,Opentech,11/15/2017,4343,East
Cassey Cress,GTX Basic,Zencorporation,11/16/2017,578,East
Cassey Cress,GTX Plus Basic,Bubba Gump,11/18/2017,1251,East
Cassey Cress,GTX Basic,Zencorporation,11/19/2017,567,East
Cassey Cress,GTX Plus Basic,Massive Dynamic,11/21/2017,1039,East
Cassey Cress,GTXPro,Massive Dynamic,11/21/2017,4243,East
Cassey Cress,MG Advanced,Silis,11/23/2017,2986,East
Cassey Cress,GTXPro,Kan-code,11/23/2017,3822,East
Cassey Cress,GTXPro,Mathtouch,11/30/2017,4201,East
Cassey Cress,GTX Basic,Donquadtech,11/30/2017,557,East
Cassey Cress,MG Advanced,Ganjaflex,12/4/2017,2613,East
Cassey Cress,MG Advanced,Xx-zobam,12/5/2017,3371,East
Cassey Cress,GTX Plus Pro,Bioplex,12/5/2017,5469,East
Cassey Cress,GTX Plus Basic,Ganjaflex,12/5/2017,927,East
Cassey Cress,GTX Basic,Yearin,12/7/2017,609,East
Cassey Cress,GTX Basic,Bubba Gump,12/8/2017,606,East
Cassey Cress,MG Advanced,Plussunin,12/9/2017,3329,East
Cassey Cress,MG Advanced,Konex,12/10/2017,2695,East
Cassey Cress,GTX Plus Pro,Ontomedia,12/19/2017,5026,East
Cassey Cress,GTX Plus Pro,Acme Corporation,12/21/2017,5881,East
Cassey Cress,MG Special,Zathunicon,12/26/2017,50,East
Cassey Cress,GTX Plus Pro,Ganjaflex,12/29/2017,5301,East
Cassey Cress,GTX Basic,Ganjaflex,12/31/2017,576,East
Cecily Lampkin,GTX Plus Pro,Isdom,3/1/2017,5882,Central
Cecily Lampkin,MG Advanced,Treequote,3/6/2017,3956,Central
Cecily Lampkin,MG Advanced,Isdom,3/16/2017,2955,Central
Cecily Lampkin,MG Special,Scottech,3/17/2017,47,Central
Cecily Lampkin,MG Advanced,Finhigh,3/20/2017,3587,Central
Cecily Lampkin,MG Advanced,Domzoom,3/21/2017,3496,Central
Cecily Lampkin,MG Special,Rundofase,3/27/2017,53,Central
Cecily Lampkin,GTX Plus Basic,Stanredtax,3/30/2017,966,Central
Cecily Lampkin,MG Advanced,Rundofase,3/31/2017,3611,Central
Cecily Lampkin,MG Special,Bioholding,3/31/2017,54,Central
Cecily Lampkin,GTX Plus Basic,Codehow,4/8/2017,1056,Central
Cecily Lampkin,MG Advanced,Domzoom,4/10/2017,3343,Central
Cecily Lampkin,MG Advanced,Isdom,4/18/2017,3409,Central
Cecily Lampkin,MG Advanced,dambase,4/20/2017,3785,Central
Cecily Lampkin,MG Special,Konmatfix,4/20/2017,55,Central
Cecily Lampkin,GTX Basic,Conecom,5/3/2017,497,Central
Cecily Lampkin,MG Advanced,Warephase,5/9/2017,3470,Central
Cecily Lampkin,GTX Basic,Konmatfix,5/9/2017,538,Central
Cecily Lampkin,GTX Plus Pro,Konmatfix,5/13/2017,5121,Central
Cecily Lampkin,MG Special,Dontechi,5/16/2017,57,Central
Cecily Lampkin,GTX Plus Basic,Ron-tech,5/18/2017,1079,Central
Cecily Lampkin,MG Special,dambase,5/18/2017,51,Central
Cecily Lampkin,GTX Basic,Dontechi,5/19/2017,541,Central
Cecily Lampkin,MG Advanced,Funholding,5/23/2017,3668,Central
Cecily Lampkin,GTX Plus Pro,Betatech,5/25/2017,5728,Central
Cecily Lampkin,MG Advanced,Hottechi,5/27/2017,3831,Central
Cecily Lampkin,MG Advanced,Rundofase,5/27/2017,3558,Central
Cecily Lampkin,MG Advanced,Warephase,5/29/2017,2915,Central
Cecily Lampkin,MG Advanced,Zumgoity,5/29/2017,3267,Central
Cecily Lampkin,GTX Plus Basic,Hottechi,5/30/2017,1129,Central
Cecily Lampkin,GTX Plus Pro,Zumgoity,6/3/2017,5148,Central
Cecily Lampkin,MG Special,Bioholding,6/3/2017,59,Central
Cecily Lampkin,MG Advanced,Inity,6/3/2017,3670,Central
Cecily Lampkin,GTX Basic,Betatech,6/5/2017,460,Central
Cecily Lampkin,MG Special,Codehow,6/10/2017,61,Central
Cecily Lampkin,MG Special,Streethex,6/12/2017,52,Central
Cecily Lampkin,GTX Plus Basic,Rundofase,6/13/2017,1184,Central
Cecily Lampkin,MG Special,Dontechi,6/18/2017,59,Central
Cecily Lampkin,MG Advanced,dambase,6/25/2017,3785,Central
Cecily Lampkin,GTX Plus Pro,Statholdings,6/26/2017,5154,Central
Cecily Lampkin,GTX Plus Basic,Hottechi,6/27/2017,1163,Central
Cecily Lampkin,GTX Basic,Rundofase,7/4/2017,480,Central
Cecily Lampkin,MG Special,Treequote,7/5/2017,66,Central
Cecily Lampkin,GTX Basic,Toughzap,7/6/2017,612,Central
Cecily Lampkin,GTX Basic,Inity,7/8/2017,590,Central
Cecily Lampkin,GTX Plus Pro,Globex Corporation,7/11/2017,4391,Central
Cecily Lampkin,GTX Plus Pro,Isdom,7/14/2017,5629,Central
Cecily Lampkin,GTX Basic,Isdom,7/15/2017,458,Central
Cecily Lampkin,GTX Plus Pro,Inity,7/16/2017,5537,Central
Cecily Lampkin,MG Special,Stanredtax,7/23/2017,50,Central
Cecily Lampkin,MG Special,Konmatfix,7/24/2017,62,Central
Cecily Lampkin,GTX Basic,Toughzap,7/24/2017,541,Central
Cecily Lampkin,GTX Basic,Domzoom,8/1/2017,513,Central
Cecily Lampkin,MG Advanced,Scottech,8/2/2017,3025,Central
Cecily Lampkin,GTX Plus Pro,Cancity,8/4/2017,4749,Central
Cecily Lampkin,MG Special,Dontechi,8/9/2017,63,Central
Cecily Lampkin,GTX Plus Basic,Codehow,8/9/2017,1128,Central
Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,8/10/2017,3139,Central
Cecily Lampkin,MG Advanced,Isdom,8/12/2017,3146,Central
Cecily Lampkin,MG Special,Isdom,8/26/2017,54,Central
Cecily Lampkin,GTX Basic,Bioholding,8/29/2017,611,Central
Cecily Lampkin,GTX Plus Pro,Streethex,8/29/2017,4961,Central
Cecily Lampkin,MG Special,Warephase,8/31/2017,51,Central
Cecily Lampkin,GTX Basic,Finhigh,9/5/2017,610,Central
Cecily Lampkin,MG Advanced,Hottechi,9/12/2017,3510,Central
Cecily Lampkin,MG Special,Finhigh,9/13/2017,60,Central
Cecily Lampkin,GTX Plus Pro,Treequote,9/13/2017,5096,Central
Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,9/15/2017,3427,Central
Cecily Lampkin,GTX Plus Pro,Codehow,9/18/2017,5455,Central
Cecily Lampkin,GTX Basic,Bioholding,9/22/2017,600,Central
Cecily Lampkin,MG Special,Condax,9/23/2017,47,Central
Cecily Lampkin,GTX Plus Basic,Streethex,9/25/2017,1001,Central
Cecily Lampkin,GTX Plus Pro,Conecom,9/30/2017,5753,Central
Cecily Lampkin,GTX Plus Pro,Warephase,9/30/2017,4994,Central
Cecily Lampkin,MG Special,Rundofase,10/2/2017,54,Central
Cecily Lampkin,MG Special,Statholdings,10/3/2017,55,Central
Cecily Lampkin,MG Advanced,Dontechi,10/10/2017,3148,Central
Cecily Lampkin,MG Advanced,Stanredtax,10/10/2017,3415,Central
Cecily Lampkin,GTX Basic,Stanredtax,10/11/2017,622,Central
Cecily Lampkin,GTX Plus Basic,Rangreen,10/15/2017,1186,Central
Cecily Lampkin,MG Special,Toughzap,10/19/2017,52,Central
Cecily Lampkin,GTX Plus Basic,Inity,10/20/2017,1200,Central
Cecily Lampkin,MG Advanced,Domzoom,10/24/2017,3616,Central
Cecily Lampkin,GTX Plus Basic,Rangreen,10/26/2017,1168,Central
Cecily Lampkin,MG Advanced,Warephase,10/27/2017,3848,Central
Cecily Lampkin,MG Special,Ron-tech,10/29/2017,62,Central
Cecily Lampkin,MG Special,Funholding,11/3/2017,51,Central
Cecily Lampkin,GTX Plus Basic,Statholdings,11/3/2017,990,Central
Cecily Lampkin,MG Advanced,Warephase,11/8/2017,3354,Central
Cecily Lampkin,GTX Plus Basic,Betatech,11/13/2017,1074,Central
Cecily Lampkin,MG Advanced,Globex Corporation,11/17/2017,3684,Central
Cecily Lampkin,GTX Plus Basic,Stanredtax,11/18/2017,1059,Central
Cecily Lampkin,MG Special,Codehow,11/23/2017,65,Central
Cecily Lampkin,MG Advanced,Funholding,11/26/2017,2968,Central
Cecily Lampkin,MG Advanced,Rangreen,11/28/2017,3206,Central
Cecily Lampkin,GTX Plus Basic,Treequote,11/29/2017,1151,Central
Cecily Lampkin,GTX Plus Pro,Gogozoom,12/4/2017,5520,Central
Cecily Lampkin,GTX Basic,Zumgoity,12/7/2017,568,Central
Cecily Lampkin,MG Special,dambase,12/8/2017,58,Central
Cecily Lampkin,GTX Plus Pro,Streethex,12/10/2017,3704,Central
Cecily Lampkin,GTX Basic,Dontechi,12/12/2017,515,Central
Cecily Lampkin,MG Advanced,Toughzap,12/16/2017,3843,Central
Cecily Lampkin,MG Advanced,Globex Corporation,12/19/2017,3164,Central
Cecily Lampkin,GTX Plus Pro,Isdom,12/22/2017,5504,Central
Cecily Lampkin,GTX Plus Basic,Cancity,12/24/2017,986,Central
Cecily Lampkin,MG Advanced,Scottech,12/25/2017,3748,Central
Cecily Lampkin,MG Advanced,Finhigh,12/28/2017,3253,Central
Corliss Cosme,GTX Plus Pro,Betasoloin,3/1/2017,5964,East
Corliss Cosme,MG Special,Kinnamplus,3/2/2017,50,East
Corliss Cosme,GTX Plus Pro,Ontomedia,3/3/2017,5790,East
Corliss Cosme,MG Advanced,Gekko & Co,3/3/2017,3351,East
Corliss Cosme,MG Special,Bioplex,3/4/2017,62,East
Corliss Cosme,GTXPro,Betasoloin,3/6/2017,4570,East
Corliss Cosme,MG Advanced,Yearin,3/9/2017,3577,East
Corliss Cosme,GTX Basic,Vehement Capital Partners,3/10/2017,540,East
Corliss Cosme,GTX Basic,Donquadtech,3/10/2017,542,East
Corliss Cosme,GTX Plus Basic,Konex,3/13/2017,1255,East
Corliss Cosme,GTX Plus Basic,Mathtouch,3/14/2017,1034,East
Corliss Cosme,GTX Plus Basic,Xx-zobam,3/16/2017,1257,East
Corliss Cosme,GTXPro,Xx-zobam,3/16/2017,4980,East
Corliss Cosme,GTX Basic,Initech,3/20/2017,513,East
Corliss Cosme,GTX Basic,Zotware,3/22/2017,586,East
Corliss Cosme,GTX Plus Pro,Ganjaflex,3/23/2017,5002,East
Corliss Cosme,MG Special,Massive Dynamic,3/24/2017,50,East
Corliss Cosme,MG Special,The New York Inquirer,3/25/2017,41,East
Corliss Cosme,GTX Basic,Gekko & Co,3/26/2017,513,East
Corliss Cosme,GTX Plus Pro,Condax,3/26/2017,5228,East
Corliss Cosme,GTX Basic,Konex,3/28/2017,590,East
Corliss Cosme,GTX Plus Pro,Betasoloin,3/30/2017,4974,East
Corliss Cosme,MG Advanced,Mathtouch,3/31/2017,3498,East
Corliss Cosme,MG Advanced,Betasoloin,4/10/2017,2794,East
Corliss Cosme,GTX Plus Basic,Bubba Gump,4/10/2017,1083,East
Corliss Cosme,GTX Basic,Vehement Capital Partners,4/11/2017,593,East
Corliss Cosme,GTX Plus Pro,Konex,4/15/2017,5684,East
Corliss Cosme,GTX Plus Basic,Massive Dynamic,4/23/2017,1033,East
Corliss Cosme,GTX Plus Pro,Zotware,4/24/2017,5780,East
Corliss Cosme,GTXPro,Zencorporation,4/30/2017,5787,East
Corliss Cosme,MG Advanced,Konex,5/3/2017,3041,East
Corliss Cosme,GTX Basic,Condax,5/5/2017,515,East
Corliss Cosme,GTX Basic,Bluth Company,5/6/2017,562,East
Corliss Cosme,GTXPro,Ganjaflex,5/8/2017,4833,East
Corliss Cosme,GTXPro,Bubba Gump,5/13/2017,5035,East
Corliss Cosme,GTXPro,Ontomedia,5/15/2017,3960,East
Corliss Cosme,GTX Plus Pro,Xx-zobam,5/22/2017,5051,East
Corliss Cosme,GTX Plus Pro,Gekko & Co,5/22/2017,5505,East
Corliss Cosme,GTX Basic,Betasoloin,5/25/2017,603,East
Corliss Cosme,GTX Basic,The New York Inquirer,5/26/2017,463,East
Corliss Cosme,GTX Basic,Zathunicon,5/27/2017,491,East
Corliss Cosme,GTX Plus Pro,Xx-zobam,5/28/2017,5125,East
Corliss Cosme,GTX Plus Basic,Silis,5/29/2017,1111,East
Corliss Cosme,GTX Plus Pro,Konex,5/30/2017,5159,East
Corliss Cosme,GTXPro,Vehement Capital Partners,6/1/2017,4833,East
Corliss Cosme,GTXPro,Iselectrics,6/1/2017,5032,East
Corliss Cosme,GTX Plus Basic,Bubba Gump,6/2/2017,857,East
Corliss Cosme,GTX Basic,Ontomedia,6/6/2017,599,East
Corliss Cosme,GTXPro,Xx-zobam,6/6/2017,4687,East
Corliss Cosme,GTXPro,Donquadtech,6/9/2017,5324,East
Corliss Cosme,GTX Plus Basic,Kan-code,6/10/2017,899,East
Corliss Cosme,GTX Plus Basic,Initech,6/11/2017,1074,East
Corliss Cosme,GTXPro,Opentech,6/11/2017,5642,East
Corliss Cosme,GTXPro,Umbrella Corporation,6/11/2017,5081,East
Corliss Cosme,MG Special,Sumace,6/18/2017,56,East
Corliss Cosme,GTX Basic,Silis,6/25/2017,551,East
Corliss Cosme,GTX Plus Pro,Ganjaflex,6/26/2017,5189,East
Corliss Cosme,GTXPro,Plussunin,6/26/2017,5197,East
Corliss Cosme,GTXPro,Zencorporation,6/28/2017,5133,East
Corliss Cosme,GTX Plus Pro,Iselectrics,7/1/2017,5640,East
Corliss Cosme,GTXPro,Zotware,7/2/2017,5088,East
Corliss Cosme,GTX Plus Pro,Ganjaflex,7/7/2017,5121,East
Corliss Cosme,GTXPro,Ontomedia,7/8/2017,4830,East
Corliss Cosme,GTX Basic,Gekko & Co,7/10/2017,665,East
Corliss Cosme,GTX Plus Basic,Zathunicon,7/15/2017,1122,East
Corliss Cosme,GTX Plus Pro,Umbrella Corporation,7/18/2017,5578,East
Corliss Cosme,GTXPro,Umbrella Corporation,7/19/2017,5137,East
Corliss Cosme,GTX Basic,Kinnamplus,7/25/2017,630,East
Corliss Cosme,GTX Basic,Zotware,7/26/2017,458,East
Corliss Cosme,GTX Plus Basic,Donquadtech,7/30/2017,955,East
Corliss Cosme,GTX Basic,Massive Dynamic,8/3/2017,516,East
Corliss Cosme,GTXPro,Plussunin,8/4/2017,4505,East
Corliss Cosme,GTX Basic,Bluth Company,8/5/2017,602,East
Corliss Cosme,GTXPro,Silis,8/6/2017,4861,East
Corliss Cosme,GTX Basic,Initech,8/11/2017,527,East
Corliss Cosme,GTXPro,Ganjaflex,8/11/2017,4230,East
Corliss Cosme,GTX Basic,Xx-zobam,8/12/2017,515,East
Corliss Cosme,GTXPro,Initech,8/12/2017,5205,East
Corliss Cosme,GTX Plus Basic,Plussunin,8/20/2017,866,East
Corliss Cosme,GTX Plus Basic,Donquadtech,8/20/2017,1143,East
Corliss Cosme,GTX Plus Pro,Kinnamplus,8/22/2017,5038,East
Corliss Cosme,GTXPro,Zotware,8/22/2017,4498,East
Corliss Cosme,MG Special,Zencorporation,9/1/2017,59,East
Corliss Cosme,GTX Plus Pro,The New York Inquirer,9/1/2017,4520,East
Corliss Cosme,GTX Basic,Ganjaflex,9/2/2017,525,East
Corliss Cosme,GTXPro,Gekko & Co,9/2/2017,5002,East
Corliss Cosme,MG Advanced,Kan-code,9/3/2017,3527,East
Corliss Cosme,GTX Basic,Zathunicon,9/3/2017,524,East
Corliss Cosme,GTX Basic,Ganjaflex,9/4/2017,503,East
Corliss Cosme,GTXPro,Sumace,9/9/2017,4960,East
Corliss Cosme,GTX Plus Pro,Donquadtech,9/11/2017,4905,East
Corliss Cosme,GTXPro,Konex,9/13/2017,5067,East
Corliss Cosme,GTX Basic,Donware,9/15/2017,530,East
Corliss Cosme,GTX Plus Pro,Umbrella Corporation,9/15/2017,5717,East
Corliss Cosme,GTXPro,Donquadtech,9/15/2017,5027,East
Corliss Cosme,MG Advanced,The New York Inquirer,9/16/2017,3777,East
Corliss Cosme,GTX Plus Pro,Kan-code,9/17/2017,5666,East
Corliss Cosme,MG Special,Umbrella Corporation,9/17/2017,54,East
Corliss Cosme,GTX Basic,Mathtouch,9/18/2017,560,East
Corliss Cosme,GTXPro,Donware,9/18/2017,4975,East
Corliss Cosme,GTXPro,Kinnamplus,9/18/2017,4535,East
Corliss Cosme,GTX Basic,Ganjaflex,9/19/2017,651,East
Corliss Cosme,GTX Plus Basic,Initech,9/21/2017,1236,East
Corliss Cosme,GTX Plus Pro,Konex,9/23/2017,4989,East
Corliss Cosme,GTX Plus Pro,Kan-code,9/24/2017,5820,East
Corliss Cosme,GTX Basic,Konex,9/25/2017,616,East
Corliss Cosme,GTXPro,Gekko & Co,9/29/2017,5037,East
Corliss Cosme,GTX Plus Basic,Donquadtech,10/3/2017,1076,East
Corliss Cosme,GTX Basic,Bubba Gump,10/4/2017,616,East
Corliss Cosme,GTX Basic,Kinnamplus,10/5/2017,495,East
Corliss Cosme,GTX Plus Basic,Bioplex,10/5/2017,955,East
Corliss Cosme,GTX Plus Pro,Kinnamplus,10/15/2017,5711,East
Corliss Cosme,GTX Plus Basic,Donware,10/16/2017,1095,East
Corliss Cosme,GTXPro,Zencorporation,10/17/2017,4247,East
Corliss Cosme,GTX Plus Basic,Konex,10/21/2017,1105,East
Corliss Cosme,MG Advanced,Zotware,10/26/2017,3225,East
Corliss Cosme,GTXPro,Initech,10/26/2017,4287,East
Corliss Cosme,GTX Basic,Mathtouch,10/29/2017,601,East
Corliss Cosme,GTX Plus Basic,Yearin,11/2/2017,977,East
Corliss Cosme,GTX Plus Pro,Silis,11/4/2017,6372,East
Corliss Cosme,GTXPro,Ontomedia,11/4/2017,4525,East
Corliss Cosme,GTX Plus Pro,The New York Inquirer,11/6/2017,5529,East
Corliss Cosme,GTX Plus Basic,Condax,11/9/2017,1123,East
Corliss Cosme,GTXPro,Umbrella Corporation,11/9/2017,5868,East
Corliss Cosme,GTX Basic,Ganjaflex,11/11/2017,550,East
Corliss Cosme,GTX Plus Pro,Ontomedia,11/11/2017,5646,East
Corliss Cosme,GTX Plus Basic,Gekko & Co,11/12/2017,1079,East
Corliss Cosme,GTX Plus Basic,Umbrella Corporation,11/13/2017,1138,East
Corliss Cosme,MG Special,Donquadtech,11/14/2017,54,East
Corliss Cosme,GTX Plus Basic,Iselectrics,11/17/2017,1076,East
Corliss Cosme,GTX Basic,The New York Inquirer,11/17/2017,560,East
Corliss Cosme,MG Advanced,Umbrella Corporation,11/18/2017,3113,East
Corliss Cosme,GTX Basic,Acme Corporation,11/18/2017,577,East
Corliss Cosme,GTX Plus Pro,Zotware,11/19/2017,4648,East
Corliss Cosme,GTX Plus Basic,Bubba Gump,11/19/2017,1046,East
Corliss Cosme,GTX Plus Basic,Kinnamplus,11/20/2017,1180,East
Corliss Cosme,MG Special,Gekko & Co,11/23/2017,59,East
Corliss Cosme,MG Special,Bluth Company,12/1/2017,59,East
Corliss Cosme,GTX Plus Basic,Donquadtech,12/1/2017,1251,East
Corliss Cosme,GTXPro,Gekko & Co,12/5/2017,4639,East
Corliss Cosme,GTXPro,Konex,12/6/2017,4492,East
Corliss Cosme,GTX Plus Basic,Opentech,12/14/2017,1204,East
Corliss Cosme,GTX Plus Pro,Gekko & Co,12/17/2017,5143,East
Corliss Cosme,GTX Plus Pro,Mathtouch,12/18/2017,5528,East
Corliss Cosme,GTX Basic,Sumace,12/19/2017,538,East
Corliss Cosme,GTXPro,Initech,12/20/2017,4501,East
Corliss Cosme,GTX Basic,Bluth Company,12/21/2017,550,East
Corliss Cosme,MG Special,Massive Dynamic,12/21/2017,57,East
Corliss Cosme,GTX Plus Pro,Xx-zobam,12/26/2017,4631,East
Corliss Cosme,GTXPro,Opentech,12/27/2017,5069,East
Daniell Hammack,MG Advanced,Yearin,3/2/2017,3249,East
Daniell Hammack,GTXPro,Mathtouch,3/3/2017,4475,East
Daniell Hammack,GTX Plus Basic,Donquadtech,3/7/2017,1020,East
Daniell Hammack,MG Advanced,Condax,3/14/2017,3759,East
Daniell Hammack,GTX Basic,Bioplex,3/16/2017,639,East
Daniell Hammack,GTX Plus Basic,Opentech,3/19/2017,1116,East
Daniell Hammack,GTX Basic,Massive Dynamic,3/19/2017,425,East
Daniell Hammack,GTX Plus Basic,Zathunicon,3/21/2017,1065,East
Daniell Hammack,GTX Plus Pro,Opentech,3/21/2017,6024,East
Daniell Hammack,GTXPro,Umbrella Corporation,3/28/2017,4799,East
Daniell Hammack,GTXPro,Kan-code,3/31/2017,5140,East
Daniell Hammack,GTX Basic,Vehement Capital Partners,4/2/2017,540,East
Daniell Hammack,GTXPro,Gekko & Co,4/2/2017,4986,East
Daniell Hammack,GTX Plus Basic,The New York Inquirer,4/5/2017,971,East
Daniell Hammack,GTX Plus Pro,Donware,4/5/2017,6024,East
Daniell Hammack,GTXPro,Xx-zobam,4/11/2017,5000,East
Daniell Hammack,MG Special,Ontomedia,4/13/2017,52,East
Daniell Hammack,GTXPro,Donquadtech,4/17/2017,5104,East
Daniell Hammack,GTX Plus Basic,Plussunin,4/20/2017,1310,East
Daniell Hammack,GTXPro,Bioplex,4/25/2017,5149,East
Daniell Hammack,GTXPro,Konex,4/28/2017,5676,East
Daniell Hammack,MG Special,The New York Inquirer,5/1/2017,51,East
Daniell Hammack,MG Special,Bubba Gump,5/4/2017,60,East
Daniell Hammack,GTX Plus Pro,Zathunicon,5/15/2017,4848,East
Daniell Hammack,GTXPro,Zotware,5/19/2017,4555,East
Daniell Hammack,MG Advanced,Konex,5/20/2017,3194,East
Daniell Hammack,GTX Plus Pro,Ontomedia,5/21/2017,5751,East
Daniell Hammack,MG Advanced,Silis,5/22/2017,3509,East
Daniell Hammack,GTX Plus Basic,Acme Corporation,5/22/2017,1282,East
Daniell Hammack,GTX Basic,Ganjaflex,5/27/2017,592,East
Daniell Hammack,GTXPro,Mathtouch,5/31/2017,4664,East
Daniell Hammack,MG Advanced,Ganjaflex,6/2/2017,3780,East
Daniell Hammack,GTX Plus Pro,Gekko & Co,6/2/2017,5304,East
Daniell Hammack,GTXPro,Donquadtech,6/5/2017,5105,East
Daniell Hammack,GTX Plus Basic,Bubba Gump,6/6/2017,1192,East
Daniell Hammack,GTXPro,Betasoloin,6/6/2017,4492,East
Daniell Hammack,GTXPro,Acme Corporation,6/7/2017,5378,East
Daniell Hammack,GTX Plus Basic,Acme Corporation,6/8/2017,966,East
Daniell Hammack,GTX Plus Pro,Betasoloin,6/9/2017,5182,East
Daniell Hammack,GTX Plus Pro,Acme Corporation,6/11/2017,5721,East
Daniell Hammack,GTX Plus Pro,Zathunicon,6/12/2017,5343,East
Daniell Hammack,GTXPro,Kan-code,6/15/2017,4712,East
Daniell Hammack,GTXPro,Ontomedia,6/17/2017,4942,East
Daniell Hammack,GTX Plus Basic,Zotware,6/17/2017,1064,East
Daniell Hammack,MG Advanced,Vehement Capital Partners,6/19/2017,3641,East
Daniell Hammack,GTX Plus Pro,Iselectrics,6/19/2017,5353,East
Daniell Hammack,GTXPro,Xx-zobam,6/20/2017,4939,East
Daniell Hammack,GTXPro,Zencorporation,6/21/2017,5388,East
Daniell Hammack,GTX Plus Pro,Xx-zobam,6/23/2017,6920,East
Daniell Hammack,GTXPro,Acme Corporation,6/25/2017,5857,East
Daniell Hammack,GTX Plus Basic,Konex,6/25/2017,985,East
Daniell Hammack,GTX Basic,Initech,6/26/2017,420,East
Daniell Hammack,GTXPro,Mathtouch,6/26/2017,3720,East
Daniell Hammack,GTX Plus Basic,Massive Dynamic,6/27/2017,1142,East
Daniell Hammack,GTX Plus Pro,Mathtouch,6/27/2017,5076,East
Daniell Hammack,GTXPro,Konex,6/28/2017,4762,East
Daniell Hammack,GTXPro,Ganjaflex,6/28/2017,5039,East
